Asset Name,Serial Number,Status,Account Name,Product Code,Product Family,Product Family Short Name,Active Service,Territory,Service Contract Status Simple,Contract_Status_Clean,Service Start Date,Service End Date,has_active_contract,lat,lon,matched_appointment_account,match_method,match_score,matched
JUNO3050DS - Juno Base,JUNO3050DS,Shipped,The University of Memphis,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-11-16,2023-11-15,False,,,,,,False
JUNO3048DS - Juno Base,JUNO3048DS,Shipped,The University of Memphis,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-11-16,2023-11-15,False,,,,,,False
JUNO3049DS - Juno Base,JUNO3049DS,Shipped,The University of Memphis,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-11-16,2023-11-15,False,,,,,,False
JUNO3053DS - Juno Base,JUNO3053DS,Shipped,The University of Memphis,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-11-16,2023-11-15,False,,,,,,False
JUNO3051DS - Juno Base,JUNO3051DS,Shipped,The University of Memphis,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-11-16,2023-11-15,False,,,,,,False
JUNO3054DS - Juno Base,JUNO3054DS,Shipped,The University of Memphis,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-11-16,2023-11-15,False,,,,,,False
JUNO3055DS - Juno Base,JUNO3055DS,Shipped,The University of Memphis,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-11-16,2023-11-15,False,,,,,,False
JUNO3058 - Juno Base,JUNO3058,Shipped,The University of Memphis,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-11-16,2023-11-15,False,,,,,,False
JUNO3057 - Juno Base,JUNO3057,Shipped,The University of Memphis,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-11-16,2023-11-15,False,,,,,,False
JUNO3062 - Juno Base,JUNO3062,Shipped,The University of Memphis,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-11-16,2023-11-15,False,,,,,,False
JUNO3059 - Juno Base,JUNO3059,Shipped,The University of Memphis,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-11-16,2023-11-15,False,,,,,,False
JUNO3063 - Juno Base,JUNO3063,Shipped,The University of Memphis,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-11-16,2023-11-15,False,,,,,,False
JUNO3066 - Juno Base,JUNO3066,Shipped,The University of Memphis,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-11-16,2023-11-15,False,,,,,,False
JUNO3064 - Juno Base,JUNO3064,Shipped,The University of Memphis,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-11-16,2023-11-15,False,,,,,,False
JUNO3065 - Juno Base,JUNO3065,Shipped,The University of Memphis,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-11-16,2023-11-15,False,,,,,,False
"APP1011 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1011,Installed,MetroHealth Medical Center,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-12-29,2026-12-28,True,41.4996574,-81.6936772,MetroHealth Medical Center,exact,100.0,True
"APP1013 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1013,Installed,MetroHealth Medical Center,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-12-29,2026-12-28,True,41.4996574,-81.6936772,MetroHealth Medical Center,exact,100.0,True
"APP1009 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1009,Shipped,Tyndall Air Force Base,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,North Florida,Service Contract has expired,Service Contract has expired,2022-10-23,2023-10-22,False,,,,,,False
"APN0411 - Apollo Nursing Patient Simulator, Maestro",APN0411,Shipped,Lawson State Community College - Birmingham,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2023-04-14,2024-04-13,False,,,,,,False
JUNO2967DS - Juno Complete,JUNO2967DS,Shipped,Hampton University,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2023-10-22,2024-10-21,False,,,,,,False
"APN0407DS - Apollo Nursing Patient Simulator, Maestro",APN0407DS,Installed,Lawson State Community College - Bessemer Campus,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2023-04-14,2024-04-13,False,,,,,,False
MFS2662 - Lucina Patient Simulator with Maestro,MFS2662,Shipped,Polk State College EMS Department,FLEX-MFS-MAESTRO,Lucina,Lucina,0,North Florida,Service Contract has expired,Service Contract has expired,2022-10-22,2023-10-21,False,,,,,,False
LUNA0453 - Luna Advanced,LUNA0453,Shipped,Lawson State Community College - Birmingham,LUNA-300,Luna,Luna,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2023-04-14,2024-04-13,False,,,,,,False
ARES0965 - Ares Complete,ARES0965,Installed,California State University - Los Angeles,ARES-300,Ares,Ares,0,Southern California,Service Contract has expired,Service Contract has expired,2023-10-21,2024-10-20,False,,,,,,False
ARES0969 - Ares Complete,ARES0969,Shipped,Central Georgia Technical College- Macon Campus,ARES-300,Ares,Ares,0,North Florida,Service Contract has expired,Service Contract has expired,2022-10-21,2023-10-20,False,,,,,,False
"APP1008 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1008,Installed,MercyOne Genesis Davenport West Medical Center,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,Northern Plains,Service Contract has expired,Service Contract has expired,2023-10-21,2024-10-20,False,41.5235808,-90.5770967,MercyOne Genesis Davenport West Medical Center,exact,100.0,True
"APP1012 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1012,Shipped,MercyOne Genesis Davenport West Medical Center,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,Northern Plains,Service Contract has expired,Service Contract has expired,2023-10-21,2024-10-20,False,41.5235808,-90.5770967,MercyOne Genesis Davenport West Medical Center,exact,100.0,True
"APN0410 - Apollo Nursing Patient Simulator, Maestro",APN0410,Shipped,Ashtabula County Technical & Career Campus,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2022-10-21,2027-10-20,True,40.3792938,-80.7847619,Ashtabula County Technical & Career Campus,exact,100.0,True
"APP1004DS - Apollo Pre-Hospital Patient Simulator, Maestro",APP1004DS,Shipped,BridgeValley Community and Technical College,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-03-25,2026-10-26,True,38.368429,-81.69957,BridgeValley Community and Technical College,exact,100.0,True
JUNO2946DS - Juno Complete,JUNO2946DS,Shipped,Galen College of Nursing - Richmond,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2022-10-20,2023-10-19,False,37.5385087,-77.43428,Galen College of Nursing - Richmond,exact,100.0,True
JUNO2960DS - Juno Complete,JUNO2960DS,Shipped,Galen College of Nursing - Richmond,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2022-10-20,2023-10-19,False,37.5385087,-77.43428,Galen College of Nursing - Richmond,exact,100.0,True
JUNO2959DS - Juno Complete,JUNO2959DS,Shipped,Galen College of Nursing - Richmond,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2022-10-20,2023-10-19,False,37.5385087,-77.43428,Galen College of Nursing - Richmond,exact,100.0,True
JUNO2953DS - Juno Complete,JUNO2953DS,,Eastern Illinois University,JUN-300,Juno,Juno,0,Illinois,Service Contract has expired,Service Contract has expired,2022-10-19,2023-10-18,False,,,,,,False
ARES0961 - Ares Complete,ARES0961,Shipped,UPMC Pinnacle Community General - Community Life Team EMS,ARES-300,Ares,Ares,1,Mid Atlantic,Active Service Contract,Active Service Contract,2025-08-22,2026-08-21,True,,,,,,False
HPS1008/HPSM0993 - HPS Adult Anesthesia Patient Simulator,HPS1008/HPSM0993,,Naval Medical Center - Portsmouth,FLEX-HPS10,HPS Adult,HPS Adult,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2023-02-26,2024-02-25,False,,,,,,False
"APN0404 - Apollo Nursing Patient Simulator, Maestro",APN0404,Shipped,Hutchinson Community College - McPherson Campus,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,West Plains,Active Service Contract,Active Service Contract,2025-10-16,2026-10-15,True,,,,,,False
JUNO2954DS - Juno Complete,JUNO2954DS,Shipped,Sandhills Community College,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2022-10-13,2023-10-12,False,,,,,,False
"APN0406DS - Apollo Nursing Patient Simulator, Maestro",APN0406DS,Shipped,Dawson College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,0,Canada,Service Contract has expired,Service Contract has expired,2024-03-23,2025-03-22,False,,,,,,False
JUNO3068 - Juno Complete,JUNO3068,Shipped,Sandhills Community College,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2022-10-13,2023-10-12,False,,,,,,False
JUNO3067 - Juno Complete,JUNO3067,Shipped,Hampton University,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2023-10-22,2024-10-21,False,,,,,,False
JUNO3069 - Juno Complete,JUNO3069,Installed,Rio Hondo College,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2022-11-26,2027-11-25,True,33.9749136,-118.0338664,Rio Hondo College,exact,100.0,True
"APN0408DS - Apollo Nursing Patient Simulator, Maestro",APN0408DS,Installed,SUNY Monroe Community College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Upstate NY/Western PA,Active Service Contract,Active Service Contract,2025-10-13,2026-10-12,True,43.157285,-77.615214,SUNY Monroe Community College,exact,100.0,True
LUNA0424DS - Luna Advanced,LUNA0424DS,Shipped,Guilford Technical Community College,LUNA-300,Luna,Luna,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2023-01-01,2023-12-31,False,,,,,,False
JUNO3040 - Juno Base,JUNO3040,Shipped,New Mexico State University - College of Health & Social Services,JUN-100,Juno,Juno,0,Southwest,Service Contract has expired,Service Contract has expired,2022-10-13,2024-10-12,False,,,,,,False
JUNO3061 - Juno Base,JUNO3061,Shipped,University of Kentucky College of Nursing,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-10-13,2023-10-12,False,,,,,,False
JUNO3060 - Juno Base,JUNO3060,Shipped,University of Kentucky College of Nursing,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-10-13,2023-10-12,False,,,,,,False
JUNO3056 - Juno Base,JUNO3056,Shipped,Albany Area Primary Health Care,JUN-100,Juno,Juno,0,North Florida,Service Contract has expired,Service Contract has expired,2022-10-13,2023-10-12,False,,,,,,False
JUNO3042 - Juno Base,JUNO3042,Shipped,Enterprise State Community College,JUN-100,Juno,Juno,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2022-10-09,2023-10-08,False,,,,,,False
JUNO3021 - Juno Base,JUNO3021,Shipped,Stark State College,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-10-09,2023-10-08,False,,,,,,False
JUNO3020 - Juno Base,JUNO3020,Shipped,Stark State College,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-10-09,2023-10-08,False,,,,,,False
JUNO3038 - Juno Base,JUNO3038,Shipped,WorldPoint,JUN-100,Juno,Juno,0,Illinois,Service Contract has expired,Service Contract has expired,2022-10-09,2023-10-08,False,,,,,,False
JUNO3027 - Juno Complete,JUNO3027,Shipped,West Virginia Junior College- Morgantown,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2022-10-09,2023-10-08,False,,,,,,False
JUNO3029 - Juno Complete,JUNO3029,Shipped,West Virginia Junior College- Morgantown,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2022-10-09,2023-10-08,False,,,,,,False
JUNO3024 - Juno Complete,JUNO3024,Shipped,West Virginia Junior College- Morgantown,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2022-10-09,2023-10-08,False,,,,,,False
JUNO3028 - Juno Complete,JUNO3028,Shipped,West Virginia Junior College- Morgantown,JUN-300,Juno,Juno,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2022-10-09,2023-10-08,False,,,,,,False
JUNO3025 - Juno Complete,JUNO3025,Installed,Rio Hondo College,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2022-11-26,2027-11-25,True,33.9749136,-118.0338664,Rio Hondo College,exact,100.0,True
JUNO3023 - Juno Complete,JUNO3023,Installed,Rio Hondo College,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2023-11-26,2027-11-25,True,33.9749136,-118.0338664,Rio Hondo College,exact,100.0,True
"APP1005DS - Apollo Pre-Hospital Patient Simulator, Maestro",APP1005DS,Installed,Kirkwood Community College,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-08-29,2026-08-28,True,41.9758872,-91.6704053,Kirkwood Community College,exact,100.0,True
"APN0401 - Apollo Nursing Patient Simulator, Maestro",APN0401,Installed,Rio Hondo College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Southern California,Active Service Contract,Active Service Contract,2022-11-26,2027-11-25,True,33.9749136,-118.0338664,Rio Hondo College,exact,100.0,True
"APN0405 - Apollo Nursing Patient Simulator, Maestro",APN0405,Installed,Rio Hondo College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Southern California,Active Service Contract,Active Service Contract,2025-11-26,2027-11-25,True,33.9749136,-118.0338664,Rio Hondo College,exact,100.0,True
"APP1002 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1002,Shipped,CNEI - California Nurses Educational Institute,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,Southern California,,Missing Contract Status,2024-10-08,2026-10-07,False,,,,,,False
"APP1003 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1003,Installed,Shelton State Community College - Bibb Campus,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Gulf Coast,Active Service Contract,Active Service Contract,2023-10-08,2027-10-07,True,33.2095614,-87.5675258,Shelton State Community College - Bibb Campus,exact,100.0,True
JUNO3035 - Juno Base,JUNO3035,Shipped,The University of Memphis - Lambuth,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-10-08,2023-10-07,False,35.6144446,-88.8177418,The University of Memphis - Lambuth,exact,100.0,True
JUNO3036 - Juno Base,JUNO3036,Shipped,The University of Memphis - Lambuth,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-10-08,2023-10-07,False,35.6144446,-88.8177418,The University of Memphis - Lambuth,exact,100.0,True
JUNO3032 - Juno Base,JUNO3032,Shipped,The University of Memphis - Lambuth,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-10-08,2023-10-07,False,35.6144446,-88.8177418,The University of Memphis - Lambuth,exact,100.0,True
JUNO3043 - Juno Base,JUNO3043,Shipped,The University of Memphis - Lambuth,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-10-08,2023-10-07,False,35.6144446,-88.8177418,The University of Memphis - Lambuth,exact,100.0,True
JUNO3046 - Juno Base,JUNO3046,Shipped,The University of Memphis - Lambuth,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-08-26,2023-08-25,False,35.6144446,-88.8177418,The University of Memphis - Lambuth,exact,100.0,True
JUNO3045 - Juno Base,JUNO3045,Shipped,The University of Memphis - Lambuth,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-08-26,2023-08-25,False,35.6144446,-88.8177418,The University of Memphis - Lambuth,exact,100.0,True
JUNO3047 - Juno Base,JUNO3047,Shipped,The University of Memphis - Lambuth,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-08-26,2023-08-25,False,35.6144446,-88.8177418,The University of Memphis - Lambuth,exact,100.0,True
JUNO3044 - Juno Base,JUNO3044,Shipped,The University of Memphis - Lambuth,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-08-26,2023-08-25,False,35.6144446,-88.8177418,The University of Memphis - Lambuth,exact,100.0,True
JUNO3018 - Juno Base,JUNO3018,Shipped,The University of Memphis - Lambuth,JUN-100,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-08-26,2023-08-25,False,35.6144446,-88.8177418,The University of Memphis - Lambuth,exact,100.0,True
JUNO3039 - Juno Base,JUNO3039,Shipped,Travis Air Force Base,JUN-100,Juno,Juno,0,Northern California,Service Contract has expired,Service Contract has expired,2022-10-08,2023-10-07,False,,,,,,False
JUNO3019 - Juno Base,JUNO3019,Shipped,Travis Air Force Base,JUN-100,Juno,Juno,0,Northern California,Service Contract has expired,Service Contract has expired,2022-10-08,2023-10-07,False,,,,,,False
JUNO3033 - Juno Base,JUNO3033,Shipped,Maryland Heights Missouri District,JUN-100,Juno,Juno,0,West Plains,Service Contract has expired,Service Contract has expired,2022-10-05,2023-10-04,False,,,,,,False
JUNO3011 - Juno Complete,JUNO3011,Shipped,Wilson County Schools,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2024-01-01,2024-12-31,False,,,,,,False
JUNO3017 - Juno Complete,JUNO3017,Shipped,Wilson County Schools,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2024-01-01,2024-12-31,False,,,,,,False
JUNO3012 - Juno Complete,JUNO3012,Shipped,Wilson County Schools,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2024-01-01,2024-12-31,False,,,,,,False
JUNO3026 - Juno Complete,JUNO3026,Shipped,Wilson County Schools,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2024-01-01,2024-12-31,False,,,,,,False
JUNO2988 - Juno Complete,JUNO2988,Shipped,Wilson County Schools,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2024-01-01,2024-12-31,False,,,,,,False
JUNO3015 - Juno Complete,JUNO3015,Installed,Wallace Community College Selma,JUN-300,Juno,Juno,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2022-10-24,2025-10-23,False,,,,,,False
VMDX2347 - VIM-006 (TTE) Simulator Base Unit,VMDX2347,,Mount Aloysius College,VIM-006,Vimedix,Vimedix,0,Upstate NY/Western PA,,Missing Contract Status,2025-01-02,2027-01-01,False,40.4597938,-78.5916837,Mount Aloysius College,exact,100.0,True
"APP1000 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1000,Shipped,Rapides Regional Medical Center,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2022-10-07,2023-10-06,False,31.3119463,-92.4453558,Rapides Regional Medical Center,exact,100.0,True
"APP0997 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0997,Installed,Terre Haute Regional Hospital,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,Illinois,Service Contract has expired,Service Contract has expired,2022-12-07,2023-12-06,False,,,,,,False
"APP0993DS - Apollo Pre-Hospital Patient Simulator, Maestro",APP0993DS,Shipped,St. Lawrence College - Cornwall Campus,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,Canada,Service Contract has expired,Service Contract has expired,2024-11-01,2025-10-31,False,,,,,,False
"APN0402 - Apollo Nursing Patient Simulator, Maestro",APN0402,Installed,Red River Technology Center,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,0,North Texas,,Missing Contract Status,2024-11-03,2026-11-02,False,34.5023029,-97.9578129,Red River Technology Center,exact,100.0,True
foot pedal - CAE Vimedix Foot Pedal,foot pedal,Shipped,Mount Aloysius College,VIM-PDL,Vimedix,Vimedix,0,Upstate NY/Western PA,No Service Contract,No Service Contract,,,False,40.4597938,-78.5916837,Mount Aloysius College,exact,100.0,True
ARES0938 - Ares Complete,ARES0938,Shipped,Fox Valley Technical College,ARES-300,Ares,Ares,0,Northern Plains,,Missing Contract Status,2024-02-02,2026-04-19,False,44.26139669999999,-88.40697439999998,Fox Valley Technical College,exact,100.0,True
JUNO2824 - Juno Complete,JUNO2824,Shipped,Craven Community College,JUN-300,Juno,Juno,0,Carolinas/Virginias,,Missing Contract Status,2024-10-06,2026-10-05,False,35.1068428,-77.0398762,Craven Community College,exact,100.0,True
JUNO3041 - Juno Base,JUNO3041,Shipped,Maryland Heights Missouri District,JUN-100,Juno,Juno,0,West Plains,Service Contract has expired,Service Contract has expired,2022-10-05,2023-10-04,False,,,,,,False
JUNO3022 - Juno Complete,JUNO3022,Shipped,West Virginia University - Parkersburg,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2022-10-27,2027-10-26,True,39.2667309,-81.5620755,West Virginia University - Parkersburg,exact,100.0,True
JUNO3010 - Juno Complete,JUNO3010,Shipped,West Virginia University - Parkersburg,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2022-10-27,2027-10-26,True,39.2667309,-81.5620755,West Virginia University - Parkersburg,exact,100.0,True
JUNO3014 - Juno Complete,JUNO3014,Shipped,West Virginia University - Parkersburg,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2023-10-27,2027-10-26,True,39.2667309,-81.5620755,West Virginia University - Parkersburg,exact,100.0,True
"APP0994 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0994,Shipped,St. Lawrence College - Brockville Campus,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,Canada,Service Contract has expired,Service Contract has expired,2022-10-02,2023-10-01,False,,,,,,False
JUNO3013 - Juno Complete,JUNO3013,Shipped,Shades Valley High School,JUN-300,Juno,Juno,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2022-10-01,2023-09-30,False,,,,,,False
"APP0990 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0990,Installed,AtlantiCare Regional,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,Mid Atlantic,Service Contract has expired,Service Contract has expired,2024-11-16,2025-11-15,False,39.3642852,-74.4229351,AtlantiCare Regional,exact,100.0,True
"APP0989 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0989,Shipped,AtlantiCare Regional,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,Mid Atlantic,Service Contract has expired,Service Contract has expired,2024-11-16,2025-11-15,False,39.3642852,-74.4229351,AtlantiCare Regional,exact,100.0,True
LUNA0444 - Luna Advanced,LUNA0444,Shipped,AtlantiCare Regional,LUNA-300,Luna,Luna,0,Mid Atlantic,Service Contract has expired,Service Contract has expired,2022-11-16,2025-11-15,False,39.3642852,-74.4229351,AtlantiCare Regional,exact,100.0,True
LUNA0447 - Luna Advanced,LUNA0447,Shipped,University of Iowa : Department of Anesthesia,LUNA-300,Luna,Luna,1,Northern Plains,Active Service Contract,Active Service Contract,2025-11-07,2026-11-06,True,41.6612561,-91.5299106,University of Iowa : Department of Anesthesia,exact,100.0,True
"APP0992DS - Apollo Pre-Hospital Patient Simulator, Maestro",APP0992DS,Shipped,St. Lawrence College - Kingston Campus,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,Canada,Service Contract has expired,Service Contract has expired,2024-11-01,2025-10-31,False,,,,,,False
MFS2658 - Lucina Patient Simulator with Maestro,MFS2658,Installed,Baldwin Wallace University,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Great Lakes,Active Service Contract,Active Service Contract,2025-09-30,2026-09-29,True,,,,,,False
VMDX2348 - VIM-003 (Ob/Gyn) Simulator Base Unit,VMDX2348,Shipped,Chattanooga State Community College,VIM-003,Vimedix,Vimedix,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-09-29,2024-09-28,False,,,,,,False
"APN0394 - Apollo Nursing Patient Simulator, Maestro",APN0394,Shipped,WorldPoint,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,0,Illinois,Service Contract has expired,Service Contract has expired,2022-09-28,2023-09-27,False,,,,,,False
LUNA0441 - Luna Advanced,LUNA0441,Shipped,Emmanuel College,LUNA-300,Luna,Luna,0,New England,Service Contract has expired,Service Contract has expired,2022-11-13,2023-11-12,False,42.3588336,-71.0578303,Emmanuel College,exact,100.0,True
"APN0399 - Apollo Nursing Patient Simulator, Maestro",APN0399,Installed,West Virginia Junior College-Charleston,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2024-01-29,2026-01-28,True,38.4332495,-81.7656197,West Virginia Junior College-Charleston,exact,100.0,True
"APN0397 - Apollo Nursing Patient Simulator, Maestro",APN0397,Shipped,West Virginia Junior College- Morgantown,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2023-01-28,2024-01-27,False,,,,,,False
"APN0398 - Apollo Nursing Patient Simulator, Maestro",APN0398,Installed,Alverno College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,0,Northern Plains,,Missing Contract Status,2024-09-25,2026-09-24,False,43.0386475,-87.9090751,Alverno College,exact,100.0,True
"APN0396 - Apollo Nursing Patient Simulator, Maestro",APN0396,Installed,Alverno College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-09-25,2026-09-24,True,43.0386475,-87.9090751,Alverno College,exact,100.0,True
MFS2642DS - Lucina Patient Simulator with Maestro,MFS2642DS,Installed,Bishop State Community College,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-09-25,2026-09-24,True,,,,,,False
MFS2647 - Lucina Patient Simulator with Maestro,MFS2647,Installed,Noorda College of Osteopathic Medicine,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Southwest,Active Service Contract,Active Service Contract,2022-09-25,2027-09-24,True,40.2337289,-111.6587085,Noorda College of Osteopathic Medicine,exact,100.0,True
MFS2643DS - Lucina Patient Simulator with Maestro,MFS2643DS,Installed,Noorda College of Osteopathic Medicine,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Southwest,Active Service Contract,Active Service Contract,2025-09-25,2027-09-24,True,40.2337289,-111.6587085,Noorda College of Osteopathic Medicine,exact,100.0,True
MFS2651 - Lucina Patient Simulator with Maestro,MFS2651,Installed,West Virginia Junior College-Charleston,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2024-01-29,2026-01-28,True,38.4332495,-81.7656197,West Virginia Junior College-Charleston,exact,100.0,True
JUNO3002 - Juno Complete,JUNO3002,Installed,Pikeville Medical Center,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2023-01-26,2024-01-25,False,37.4793,-82.5188,Pikeville Medical Center,exact,100.0,True
