Asset Name,Serial Number,Status,Account Name,Product Code,Product Family,Product Family Short Name,Active Service,Territory,Service Contract Status Simple,Contract_Status_Clean,Service Start Date,Service End Date,has_active_contract,lat,lon,matched
MFS2809 - Lucina Patient Simulator with Maestro,MFS2809,Shipped,Chamberlain College of Nursing - Pearland,FLEX-MFS-MAESTRO,Lucina,Lucina,1,South Texas,Active Service Contract,Active Service Contract,2025-10-01,2026-09-30,True,29.5639758,-95.2864299,True
VMDX2431 - Elevate Vimedix Cardiac (TTE) Ultrasound Simulator Base Unit,VMDX2431,Shipped,Villanova University,VIM-006.1,Vimedix,Vimedix,1,Mid Atlantic,Active Service Contract,Active Service Contract,2025-07-23,2026-07-22,True,,,False
MFS2807 - Lucina Patient Simulator with Maestro,MFS2807,Shipped,Moraine Valley Community College,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Illinois,Active Service Contract,Active Service Contract,2025-07-22,2026-07-21,True,41.6966397,-87.816924,True
ARES1288 - Ares Complete,ARES1288,Shipped,Adventist Health Howard Memorial,ARES-300,Ares,Ares,1,Northern California,Active Service Contract,Active Service Contract,2023-07-22,2028-07-21,True,,,False
HPS1017/HPSM1002 - HPS Adult Anesthesia Patient Simulator,HPS1017/HPSM1002,Shipped,The Ohio State University College of Medicine,FLEX-HPS10,HPS Adult,HPS Adult,1,Great Lakes,Active Service Contract,Active Service Contract,2025-04-01,2026-03-31,True,39.9622601,-83.0007065,True
JUNO3804 - Juno Complete,JUNO3804,Shipped,Wood County School of Practical Nursing,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2023-07-20,2026-07-19,True,,,False
VMDX2429 - CAE Vimedix Abdominal Ultrasound Simulator Base Unit-Abdominal,VMDX2429,Shipped,Polk State College- Airside Center,VIM-008.1,Vimedix,Vimedix,1,North Florida,Active Service Contract,Active Service Contract,2023-07-15,2028-07-14,True,,,False
VMDX2430 - CAE Vimedix OB/GYN (Transabdominal) Ultrasound Simulator Base Unit,VMDX2430,Shipped,Polk State College- Airside Center,VIM-003.1,Vimedix,Vimedix,1,North Florida,Active Service Contract,Active Service Contract,2023-07-15,2028-07-14,True,,,False
VMDX2426 - Elevate Vimedix OB/GYN (Transabdominal) Ultrasound Simulator Base Unit,VMDX2426,Shipped,Des Moines University,VIM-003.1,Vimedix,Vimedix,1,Northern Plains,Active Service Contract,Active Service Contract,2024-11-25,2026-11-24,True,41.5868654,-93.6249494,True
VMDX2428 - CAE Vimedix OB/GYN (Transabdominal) Ultrasound Simulator Base Unit,VMDX2428,Shipped,Middlesex Community College,VIM-003.1,Vimedix,Vimedix,1,New England,Active Service Contract,Active Service Contract,2023-07-14,2028-07-13,True,,,False
ARIA0465 - Aria,ARIA0465,Shipped,Salish Kootenai College,PED-300,Aria,Aria,1,West Plains,Active Service Contract,Active Service Contract,2023-07-12,2028-07-11,True,47.5985865,-114.113221,True
"APN0450 - Apollo Nursing Patient Simulator, Maestro",APN0450,Installed,Salish Kootenai College,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,West Plains,Active Service Contract,Active Service Contract,2023-07-12,2028-07-11,True,47.5985865,-114.113221,True
MFS2806 - Lucina Patient Simulator with Maestro,MFS2806,Shipped,Salish Kootenai College,FLEX-MFS-MAESTRO,Lucina,Lucina,1,West Plains,Active Service Contract,Active Service Contract,2023-07-12,2028-07-11,True,47.5985865,-114.113221,True
VMDX2422 - Elevate Vimedix Abdominal Ultrasound Simulator Base Unit-Abdominal,VMDX2422,Shipped,Des Moines University,VIM-008.1,Vimedix,Vimedix,1,Northern Plains,Active Service Contract,Active Service Contract,2024-11-25,2026-11-24,True,41.5868654,-93.6249494,True
VMDX2420 - Elevate Vimedix Abdominal Ultrasound Simulator Base Unit-Abdominal,VMDX2420,Shipped,Des Moines University,VIM-008.1,Vimedix,Vimedix,1,Northern Plains,Active Service Contract,Active Service Contract,2024-11-25,2026-11-24,True,41.5868654,-93.6249494,True
VMDX2421 - Elevate Vimedix Abdominal Ultrasound Simulator Base Unit-Abdominal,VMDX2421,Shipped,Des Moines University,VIM-008.1,Vimedix,Vimedix,1,Northern Plains,Active Service Contract,Active Service Contract,2024-11-25,2026-11-24,True,41.5868654,-93.6249494,True
VMDX2419 - Elevate Vimedix Abdominal Ultrasound Simulator Base Unit-Abdominal,VMDX2419,Shipped,Des Moines University,VIM-008.1,Vimedix,Vimedix,1,Northern Plains,Active Service Contract,Active Service Contract,2024-11-25,2026-11-24,True,41.5868654,-93.6249494,True
VMDX2424 - Elevate Vimedix OB/GYN (Transabdominal) Ultrasound Simulator Base Unit,VMDX2424,Shipped,Des Moines University,VIM-003.1,Vimedix,Vimedix,1,Northern Plains,Active Service Contract,Active Service Contract,2024-11-25,2026-11-24,True,41.5868654,-93.6249494,True
VMDX2423 - Elevate Vimedix OB/GYN (Transabdominal) Ultrasound Simulator Base Unit,VMDX2423,Shipped,Des Moines University,VIM-003.1,Vimedix,Vimedix,1,Northern Plains,Active Service Contract,Active Service Contract,2024-11-25,2026-11-24,True,41.5868654,-93.6249494,True
VMDX2425 - Elevate Vimedix OB/GYN (Transabdominal) Ultrasound Simulator Base Unit,VMDX2425,Shipped,Des Moines University,VIM-003.1,Vimedix,Vimedix,1,Northern Plains,Active Service Contract,Active Service Contract,2024-11-25,2026-11-24,True,41.5868654,-93.6249494,True
JUNO3924 - Juno Base,JUNO3924,Shipped,Gaston College,JUN-100,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-07-08,2026-07-07,True,,,False
JUNO3791 - Juno Complete,JUNO3791,Shipped,Antigua College International,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2024-07-05,2028-07-04,True,,,False
MFS2823DS - Lucina Patient Simulator with Maestro,MFS2823DS,Installed,State Fair Community College - Sedalia,FLEX-MFS-MAESTRO,Lucina,Lucina,1,West Plains,Active Service Contract,Active Service Contract,2025-07-02,2026-07-01,True,38.7098314,-93.2295515,True
ARIA0456 - Aria Advanced with Physiology,ARIA0456,Shipped,Pikes Peak State College,Ped-400,Aria,Aria,1,West Plains,Active Service Contract,Active Service Contract,2024-06-29,2028-06-28,True,38.8339578,-104.825348,True
JUNO3777 - Juno Complete,JUNO3777,Shipped,Central Ohio Technical College,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-06-25,2026-06-24,True,33.9204354,-80.3414693,True
JUNO3779 - Juno Complete,JUNO3779,Shipped,Central Ohio Technical College,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-06-25,2026-06-24,True,33.9204354,-80.3414693,True
JUNO3808 - Juno Complete,JUNO3808,Shipped,Corona Norco Unified School District - Adult Education,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2023-06-25,2028-06-24,True,,,False
JUNO3774 - Juno Complete,JUNO3774,Shipped,Corona Norco Unified School District - Adult Education,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2023-06-25,2028-06-24,True,,,False
JUNO3754DS - Juno Complete,JUNO3754DS,Shipped,Corona Norco Unified School District - Adult Education,JUN-300,Juno,Juno,1,Southern California,Active Service Contract,Active Service Contract,2023-06-25,2028-06-24,True,,,False
ARIA0416DS - Aria,ARIA0416DS,Installed,John Carroll University,PED-300,Aria,Aria,1,Great Lakes,Active Service Contract,Active Service Contract,2025-08-31,2026-08-30,True,41.497831,-81.537346,True
"APN0444 - Apollo Nursing Patient Simulator, Maestro",APN0444,Shipped,Methodist University NC,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-07-02,2026-07-01,True,,,False
MFS2805 - Lucina Patient Simulator with Maestro,MFS2805,Installed,Arizona Western College,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Southwest,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,32.7254216,-114.6198088,True
JUNO3854DS - Juno Complete,JUNO3854DS,Shipped,Delgado Community College - Charity School of Nursing,JUN-300,Juno,Juno,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-06-18,2026-06-17,True,29.9561422,-90.0733934,True
"APN0441 - Apollo Nursing Patient Simulator, Maestro",APN0441,Installed,University of Saint Francis Crown Point,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Illinois,Active Service Contract,Active Service Contract,2025-06-10,2028-06-09,True,41.4169806,-87.3653136,True
MFS2822DS - Lucina Patient Simulator with Maestro,MFS2822DS,Installed,University of Saint Francis Crown Point,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Illinois,Active Service Contract,Active Service Contract,2025-06-10,2028-06-09,True,41.4169806,-87.3653136,True
"APP1140 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1140,Installed,University of Saint Francis of Fort Wayne,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Illinois,Active Service Contract,Active Service Contract,2023-06-09,2028-06-08,True,41.0799898,-85.13860149999998,True
"APN0447 - Apollo Nursing Patient Simulator, Maestro",APN0447,Installed,University of Saint Francis of Fort Wayne,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Illinois,Active Service Contract,Active Service Contract,2025-06-09,2028-06-08,True,41.0799898,-85.13860149999998,True
MFS2821DS - Lucina Patient Simulator with Maestro,MFS2821DS,Shipped,University of Saint Francis of Fort Wayne,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Illinois,Active Service Contract,Active Service Contract,2024-06-09,2028-06-08,True,41.0799898,-85.13860149999998,True
JUNO3800 - Juno Base,JUNO3800,Shipped,Saint Mary's University of Minnesota,JUN-100,Juno,Juno,1,Northern Plains,Active Service Contract,Active Service Contract,2023-06-08,2028-06-07,True,,,False
ARIA0492 - Aria,ARIA0492,Shipped,Nova Southeastern University - Dr. Kiran C. Patel College of Allopathic Med-(Jacksonville),PED-300,Aria,Aria,1,North Florida,Active Service Contract,Active Service Contract,2025-10-01,2028-09-30,True,,,False
ARIA0455 - Aria,ARIA0455,Shipped,Nova Southeastern University - Dr. Kiran C. Patel College of Allopathic Medicine Anesth Prgm (Ft. Lauderdale),PED-300,Aria,Aria,1,South Florida,Active Service Contract,Active Service Contract,2025-10-01,2028-09-30,True,,,False
VMDX2417 - CAE Vimedix Cardiac (TTE) Ultrasound Simulator Base Unit,VMDX2417,Shipped,University of Mississippi Medical Center,VIM-006.1,Vimedix,Vimedix,1,Gulf Coast,Active Service Contract,Active Service Contract,2024-06-03,2026-06-02,True,32.2998686,-90.1830408,True
MFS2802 - Lucina Patient Simulator with Maestro,MFS2802,Shipped,Loyola University New Orleans,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-06-02,2026-06-01,True,29.9561422,-90.0733934,True
"APN0445 - Apollo Nursing Patient Simulator, Maestro",APN0445,Installed,Cuyahoga Community College - Metro Campus,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-05-31,2026-05-30,True,41.4996574,-81.6936772,True
"APN0443 - Apollo Nursing Patient Simulator, Maestro",APN0443,Installed,Cuyahoga Community College - Eastern,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-05-31,2026-05-30,True,41.448387,-81.51901,True
"APN0446 - Apollo Nursing Patient Simulator, Maestro",APN0446,Shipped,Cuyahoga Community College - Eastern,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-05-31,2026-05-30,True,41.448387,-81.51901,True
JUNO3727DS - Juno Complete,JUNO3727DS,Shipped,Lone Star College - Montgomery,JUN-300,Juno,Juno,1,South Texas,Active Service Contract,Active Service Contract,2023-05-28,2026-05-27,True,,,False
JUNO3733DS - Juno Complete,JUNO3733DS,Shipped,Lone Star College - Montgomery,JUN-300,Juno,Juno,1,South Texas,Active Service Contract,Active Service Contract,2023-05-28,2026-05-27,True,,,False
JUNO3731DS - Juno Complete,JUNO3731DS,Shipped,Lone Star College - Montgomery,JUN-300,Juno,Juno,1,South Texas,Active Service Contract,Active Service Contract,2023-05-28,2026-05-27,True,,,False
JUNO3681 - Juno Complete,JUNO3681,Shipped,Bradley University,JUN-300,Juno,Juno,1,Illinois,Active Service Contract,Active Service Contract,2023-05-25,2026-05-24,True,40.6938609,-89.5891008,True
ARIA0444 - Aria Advanced with Physiology,ARIA0444,Shipped,Bradley University,Ped-400,Aria,Aria,1,Illinois,Active Service Contract,Active Service Contract,2025-05-24,2026-05-23,True,40.6938609,-89.5891008,True
ARES1262 - Ares Complete,ARES1262,Shipped,The Washington County Career Center,ARES-300,Ares,Ares,1,Great Lakes,Active Service Contract,Active Service Contract,2025-08-01,2026-07-31,True,39.4167742,-81.4548392,True
ARES1275 - Ares Complete,ARES1275,Shipped,Castle Medical Center,ARES-300,Ares,Ares,1,Southern California,Active Service Contract,Active Service Contract,2023-05-24,2026-05-23,True,37.6922361,-97.3375448,True
JUNO3690DS - Juno Complete,JUNO3690DS,Shipped,Bradley University,JUN-300,Juno,Juno,1,Illinois,Active Service Contract,Active Service Contract,2023-05-21,2026-05-20,True,40.6938609,-89.5891008,True
"APN0433DS - Apollo Nursing Patient Simulator, Maestro",APN0433DS,Shipped,Bradley University,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Illinois,Active Service Contract,Active Service Contract,2023-05-20,2026-05-19,True,40.6938609,-89.5891008,True
ARES1220DS - Ares Complete,ARES1220DS,Shipped,Bradley University,ARES-300,Ares,Ares,1,Illinois,Active Service Contract,Active Service Contract,2023-05-20,2026-05-19,True,40.6938609,-89.5891008,True
JUNO3747 - Juno Complete,JUNO3747,Shipped,Sonoma State University,JUN-300,Juno,Juno,1,Northern California,Active Service Contract,Active Service Contract,2023-05-20,2028-05-19,True,33.4484367,-112.074141,True
ARES1246DS - Ares Complete,ARES1246DS,Shipped,Bryan College of Health Sciences/Medical Center,ARES-300,Ares,Ares,1,West Plains,Active Service Contract,Active Service Contract,2025-05-19,2029-05-18,True,,,False
ARIA0445 - Aria,ARIA0445,Shipped,Centre for Nursing Studies - CNS,PED-300,Aria,Aria,1,Canada,Active Service Contract,Active Service Contract,2024-01-28,2027-01-27,True,,,False
LUNA0521 - Luna Advanced,LUNA0521,Shipped,Centre for Nursing Studies - CNS,LUNA-300,Luna,Luna,1,Canada,Active Service Contract,Active Service Contract,2023-01-28,2027-01-27,True,,,False
LUNA0519 - Luna Advanced,LUNA0519,Shipped,Centre for Nursing Studies - CNS,LUNA-300,Luna,Luna,1,Canada,Active Service Contract,Active Service Contract,2023-01-28,2027-01-27,True,,,False
"APP1127 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1127,Shipped,Miami University Oxford,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-05-14,2026-05-13,True,39.5103048,-84.7420519,True
"APP1119 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1119,Shipped,Miami University Oxford,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-05-14,2026-05-13,True,39.5103048,-84.7420519,True
"APP1122DS - Apollo Pre-Hospital Patient Simulator, Maestro",APP1122DS,Shipped,Miami University Oxford,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-05-14,2026-05-13,True,39.5103048,-84.7420519,True
MFS2820DS - Lucina Patient Simulator with Maestro,MFS2820DS,Shipped,Miami University Oxford,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Great Lakes,Active Service Contract,Active Service Contract,2025-12-31,2026-12-30,True,39.5103048,-84.7420519,True
ARIA0447 - Aria Advanced with Physiology,ARIA0447,Installed,Miami University Oxford,Ped-400,Aria,Aria,1,Great Lakes,Active Service Contract,Active Service Contract,2025-05-14,2026-05-13,True,39.5103048,-84.7420519,True
ARIA0382DS - Aria Advanced with Physiology,ARIA0382DS,Shipped,Miami University Oxford,Ped-400,Aria,Aria,1,Great Lakes,Active Service Contract,Active Service Contract,2025-05-14,2026-12-30,True,39.5103048,-84.7420519,True
"APP1128 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1128,Shipped,Nova Southeastern University - Dr. Kiran C. Patel College of Allopathic Med-(Jacksonville),FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,North Florida,Active Service Contract,Active Service Contract,2025-10-01,2028-09-30,True,,,False
"APN0442 - Apollo Nursing Patient Simulator, Maestro",APN0442,Shipped,San Jacinto College South Campus,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,South Texas,Active Service Contract,Active Service Contract,2025-05-05,2026-05-04,True,,,False
JUNO3703 - Juno Complete,JUNO3703,Shipped,Washtenaw Community College,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-05-05,2026-05-04,True,42.2813722,-83.7484616,True
ARES1230DS - Ares Complete,ARES1230DS,Shipped,University of the Incarnate Word - School of Osteopathic Medicine,ARES-300,Ares,Ares,1,South Texas,Active Service Contract,Active Service Contract,2023-04-30,2028-04-29,True,29.4246002,-98.4951405,True
ARES1257 - Ares Complete,ARES1257,Shipped,University of the Incarnate Word - School of Osteopathic Medicine,ARES-300,Ares,Ares,1,South Texas,Active Service Contract,Active Service Contract,2024-04-30,2028-04-29,True,29.4246002,-98.4951405,True
JUNO3689DS - Juno Complete,JUNO3689DS,Shipped,Boca Ciega High School,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,,,False
JUNO3677 - Juno Complete,JUNO3677,Shipped,Boca Ciega High School,JUN-300,Juno,Juno,1,North Florida,Active Service Contract,Active Service Contract,2025-07-01,2026-06-30,True,,,False
JUNO3665 - Juno Complete,JUNO3665,Shipped,J Sergeant Reynolds Community College,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-04-28,2026-04-27,True,,,False
JUNO3675 - Juno Complete,JUNO3675,Shipped,J Sergeant Reynolds Community College,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-04-28,2026-04-27,True,,,False
JUNO3691DS - Juno Complete,JUNO3691DS,Shipped,J Sergeant Reynolds Community College,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-04-28,2026-04-27,True,,,False
JUNO3686DS - Juno Complete,JUNO3686DS,Shipped,J Sergeant Reynolds Community College,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-04-28,2026-04-27,True,,,False
JUNO3688DS - Juno Complete,JUNO3688DS,Shipped,J Sergeant Reynolds Community College,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-04-28,2026-04-27,True,,,False
ARIA0442 - Aria,ARIA0442,Shipped,Nova Southeastern University - Denver Regional,PED-300,Aria,Aria,1,West Plains,Active Service Contract,Active Service Contract,2025-10-01,2028-09-30,True,39.579155,-104.8769227,True
JUNO3640 - Juno Complete,JUNO3640,Shipped,Palm Beach State College- Lake Worth Campus,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2025-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3620 - Juno Complete,JUNO3620,Shipped,Palm Beach State College- Lake Worth Campus,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3638 - Juno Complete,JUNO3638,Shipped,Palm Beach State College- Lake Worth Campus,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3646 - Juno Complete,JUNO3646,Shipped,Palm Beach State College- Lake Worth Campus,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3652 - Juno Complete,JUNO3652,Shipped,Palm Beach State College- Lake Worth Campus,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3653 - Juno Complete,JUNO3653,Shipped,Palm Beach State College- Lake Worth Campus,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3643 - Juno Complete,JUNO3643,Shipped,Palm Beach State College- Lake Worth Campus,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3647 - Juno Complete,JUNO3647,Shipped,Palm Beach State College- Lake Worth Campus,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3642 - Juno Complete,JUNO3642,Shipped,Palm Beach State College- Lake Worth Campus,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3645 - Juno Complete,JUNO3645,Shipped,Palm Beach State College- Lake Worth Campus,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3648 - Juno Complete,JUNO3648,Shipped,Palm Beach State College- Lake Worth Campus,JUN-300,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
ARIA0432 - Aria,ARIA0432,Installed,Northeast Alabama Community College,PED-300,Aria,Aria,1,Gulf Coast,Active Service Contract,Active Service Contract,2023-04-27,2026-04-26,True,34.4942536,-85.8477494,True
ARIA0427 - Aria,ARIA0427,Shipped,Northeast Alabama Community College,PED-300,Aria,Aria,1,Gulf Coast,Active Service Contract,Active Service Contract,2024-04-27,2026-04-26,True,34.4942536,-85.8477494,True
ARIA0434 - Aria,ARIA0434,Shipped,Palm Beach State College- Lake Worth Campus,PED-300,Aria,Aria,1,South Florida,Active Service Contract,Active Service Contract,2025-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
ARIA0438 - Aria,ARIA0438,Shipped,Forsyth Technical Community College,PED-300,Aria,Aria,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-04-27,2026-04-26,True,29.7386285,-90.8102663,True
"APP1126 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1126,Installed,North Dakota SIM ND - Minot,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2024-04-27,2026-04-26,True,48.23251,-101.296273,True
"APP1121 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1121,Installed,North Dakota SIM ND - Fargo,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-04-27,2026-04-26,True,46.877229,-96.789821,True
"APP1125 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1125,Installed,North Dakota SIM ND - Bismarck,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2024-04-27,2026-04-26,True,46.808327,-100.78373900000001,True
"APP1106 - Apollo Pre-Hospital Patient Simulator, Maestro",APP1106,Installed,University of North Dakota Grand Forks,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-04-27,2026-04-26,True,47.9252104,-97.03063250000001,True
MFS2798 - Lucina Patient Simulator with Maestro,MFS2798,Installed,North Dakota SIM ND - Fargo,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Northern Plains,Active Service Contract,Active Service Contract,2025-04-27,2026-04-26,True,46.877229,-96.789821,True
MFS2790 - Lucina Patient Simulator with Maestro,MFS2790,Shipped,North Dakota SIM ND - Bismarck,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Northern Plains,Active Service Contract,Active Service Contract,2024-04-27,2026-04-26,True,46.808327,-100.78373900000001,True
MFS2789 - Lucina Patient Simulator with Maestro,MFS2789,Shipped,University of North Dakota Grand Forks,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Northern Plains,Active Service Contract,Active Service Contract,2025-04-27,2026-04-26,True,47.9252104,-97.03063250000001,True
MFS2787 - Lucina Patient Simulator with Maestro,MFS2787,Shipped,North Dakota SIM ND - Minot,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Northern Plains,Active Service Contract,Active Service Contract,2023-04-27,2026-04-26,True,48.23251,-101.296273,True
MFS2788 - Lucina Patient Simulator with Maestro,MFS2788,Shipped,Palm Beach State College- Lake Worth Campus,FLEX-MFS-MAESTRO,Lucina,Lucina,1,South Florida,Active Service Contract,Active Service Contract,2025-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
LUNA0505 - Luna Advanced,LUNA0505,Shipped,Palm Beach State College- Lake Worth Campus,LUNA-300,Luna,Luna,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3669 - Juno Base,JUNO3669,Shipped,Palm Beach State College- Lake Worth Campus,JUN-100,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3667 - Juno Base,JUNO3667,Shipped,Palm Beach State College- Lake Worth Campus,JUN-100,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2024-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3664 - Juno Base,JUNO3664,Shipped,Palm Beach State College- Lake Worth Campus,JUN-100,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3661 - Juno Base,JUNO3661,Shipped,Palm Beach State College- Lake Worth Campus,JUN-100,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3668 - Juno Base,JUNO3668,Shipped,Palm Beach State College- Lake Worth Campus,JUN-100,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3662 - Juno Base,JUNO3662,Shipped,Palm Beach State College- Lake Worth Campus,JUN-100,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3660 - Juno Base,JUNO3660,Shipped,Palm Beach State College- Lake Worth Campus,JUN-100,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3658 - Juno Base,JUNO3658,Shipped,Palm Beach State College- Lake Worth Campus,JUN-100,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2024-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3656 - Juno Base,JUNO3656,Shipped,Palm Beach State College- Lake Worth Campus,JUN-100,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3657 - Juno Base,JUNO3657,Shipped,Palm Beach State College- Lake Worth Campus,JUN-100,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2023-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
JUNO3654 - Juno Base,JUNO3654,Shipped,Palm Beach State College- Lake Worth Campus,JUN-100,Juno,Juno,1,South Florida,Active Service Contract,Active Service Contract,2025-04-27,2028-04-26,True,26.615890999999998,-80.0691435,True
